,Style,Category,Artist,Title,Year,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral,withChrist
388,Post Renaissance Art,Baroque,Hercules Seghers,town with four towers,1631,yes,none,1.82,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.545,0.273,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.273,0.0,no
389,Post Renaissance Art,Baroque,Louise Moillon,the fruit and vegetable costermonger,1631,yes,face,1.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.3,0.5,0.1,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,no
390,Post Renaissance Art,Baroque,Hendrick Cornelisz Vroom,"the arrival at vlissingen of frederick v, elector palatine",1632,yes,none,1.92,0.083,0.0,0.25,0.0,0.083,0.0,0.083,0.0,0.16699999999999998,0.16699999999999998,0.083,0.41700000000000004,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.083,yes
391,Post Renaissance Art,Baroque,Anthony van Dyck,self portrait with a sunflower,1632,yes,face,1.08,0.0,0.0,0.083,0.33299999999999996,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.16699999999999998,0.25,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.41700000000000004,0.0,no
392,Post Renaissance Art,Baroque,Adriaen Brouwer,youth making a face,1633,yes,face,0.27,0.0,0.182,0.182,0.091,0.091,0.364,0.273,0.0,0.545,0.182,0.0,0.182,0.091,0.182,0.182,0.091,0.091,0.0,0.182,0.0,no
393,Post Renaissance Art,Baroque,Hercules Seghers,landscape,1633,yes,none,1.3,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.1,0.3,0.0,no
394,Post Renaissance Art,Baroque,Francisco de Zurbaran,vision of blessed alonso rodriguez,1633,yes,face,1.45,0.0,0.0,0.182,0.0,0.091,0.091,0.091,0.364,0.455,0.273,0.364,0.273,0.0,0.0,0.0,0.0,0.0,0.182,0.455,0.0,no
395,Post Renaissance Art,Baroque,Francisco de Zurbaran,still life,1633,yes,none,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.455,0.636,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,no
396,Post Renaissance Art,Baroque,Anthony van Dyck,queen henrietta maria and her dwarf sir jeffrey hudson,1633,yes,face,1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.7,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,no
397,Post Renaissance Art,Baroque,David Teniers the Younger,a monkey encampment,1633,yes,face,1.7,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.0,no
398,Post Renaissance Art,Baroque,Francisco de Zurbaran,still life,1633,yes,none,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.182,0.455,0.091,0.091,0.0,0.0,0.182,0.0,0.0,0.091,0.091,0.0,no
399,Post Renaissance Art,Baroque,Rembrandt,christ in the storm,1633,yes,face,1.8,0.1,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.3,0.2,0.0,0.4,0.0,0.0,0.1,0.7,0.0,yes
400,Post Renaissance Art,Baroque,Francisco de Zurbaran,portrait of fra zumel francisco,1633,yes,face,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,no
401,Post Renaissance Art,Baroque,Francisco de Zurbaran,the defence of cadiz against the english,1634,yes,face,1.9,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,no
402,Post Renaissance Art,Baroque,Francisco de Zurbaran,hercules fighting with the lernaean hydra,1634,yes,face,1.55,0.0,0.636,0.091,0.182,0.273,0.091,0.364,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.182,0.364,0.0,no
403,Post Renaissance Art,Baroque,Adriaen van de Venne,beggars fighting,1634,yes,face,0.73,0.0,0.545,0.0,0.091,0.0,0.091,0.455,0.0,0.0,0.0,0.0,0.091,0.182,0.0,0.091,0.0,0.0,0.0,0.0,0.0,no
404,Post Renaissance Art,Baroque,Rembrandt,flora,1634,yes,face,1.64,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.091,0.727,0.273,0.091,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0,no
405,Post Renaissance Art,Baroque,Rembrandt,self-portrait with saskia in the parable of the prodigal son,1635,yes,face,1.36,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.091,0.727,0.182,0.455,0.364,0.0,0.091,0.091,0.0,0.0,0.0,0.182,0.0,no
406,Post Renaissance Art,Baroque,Adriaen van Ostade,inn scene,1635,yes,face,1.64,0.0,0.091,0.091,0.091,0.0,0.0,0.091,0.0,0.727,0.091,0.0,0.273,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
407,Post Renaissance Art,Baroque,Adriaen Brouwer,feeling,1635,yes,face,0.5,0.0,0.2,0.1,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.0,no
408,Post Renaissance Art,Baroque,Frans Hals,family portrait,1635,yes,face,2.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,no
409,Post Renaissance Art,Baroque,Jacob Jordaens,portrait of johan wierts,1635,yes,face,0.3,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,no
410,Post Renaissance Art,Baroque,Guido Reni,the penitent magdalene,1635,yes,face,2.2,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.4,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.0,0.5,0.0,no
411,Post Renaissance Art,Baroque,Rembrandt,belshazzar&#39;s feast,1635,yes,face,1.62,0.0,0.0,0.077,0.077,0.0,0.0,0.615,0.077,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.231,0.0,no
412,Post Renaissance Art,Baroque,Bernardo Strozzi,gamba player,1635,yes,face,1.24,0.091,0.03,0.136,0.061,0.045,0.076,0.061,0.076,0.348,0.242,0.16699999999999998,0.16699999999999998,0.045,0.045,0.242,0.091,0.121,0.076,0.364,0.0,no
413,Post Renaissance Art,Baroque,Guido Reni,the archangel michael defeating satan,1635,yes,face,2.5,0.1,0.2,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,yes
414,Post Renaissance Art,Baroque,Francisco de Zurbaran,st. apollonia,1636,yes,face,1.7,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,yes
415,Post Renaissance Art,Baroque,Peter Paul Rubens,the judgment of paris,1636,yes,face,0.9,0.0,0.0,0.2,0.2,0.1,0.0,0.1,0.0,0.4,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,yes
416,Post Renaissance Art,Baroque,Adriaen van Ostade,country concert,1636,yes,face,1.57,0.039,0.013000000000000001,0.052000000000000005,0.026000000000000002,0.039,0.013000000000000001,0.039,0.052000000000000005,0.87,0.28600000000000003,0.14300000000000002,0.23399999999999999,0.013000000000000001,0.013000000000000001,0.026000000000000002,0.0,0.026000000000000002,0.091,0.13,0.013000000000000001,no
417,Post Renaissance Art,Baroque,Gian Lorenzo Bernini,"charles i, king of england",1636,no,face,0.45,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,no
418,Post Renaissance Art,Baroque,Francisco de Zurbaran,st. bonaventure at the council of lyons,1637,yes,face,0.92,0.14,0.04,0.12,0.28,0.1,0.08,0.02,0.12,0.06,0.08,0.04,0.08,0.04,0.02,0.02,0.02,0.02,0.04,0.64,0.0,yes
419,Post Renaissance Art,Baroque,Adriaen van Ostade,a fight,1637,yes,face,0.08,0.0,0.615,0.077,0.077,0.385,0.077,0.308,0.0,0.077,0.154,0.0,0.0,0.0,0.0,0.154,0.077,0.0,0.077,0.0,0.0,no
420,Post Renaissance Art,Baroque,Peter Paul Rubens,massacre of the innocents,1637,yes,face,0.33,0.0,0.25,0.0,0.0,0.083,0.25,0.583,0.0,0.0,0.083,0.0,0.0,0.083,0.083,0.25,0.083,0.0,0.0,0.16699999999999998,0.0,no
421,Post Renaissance Art,Baroque,Pietro da Cortona,the golden age,1637,yes,face,1.77,0.077,0.0,0.0,0.077,0.0,0.0,0.077,0.231,0.769,0.077,0.385,0.385,0.077,0.0,0.0,0.077,0.077,0.0,0.308,0.0,no
422,Post Renaissance Art,Baroque,Adriaen van Ostade,barber extracting of tooth,1637,yes,face,1.5,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,no
423,Post Renaissance Art,Baroque,Gerrit Dou,interior with a young violinist,1637,yes,face,1.18,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.545,0.364,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.545,0.0,no
424,Post Renaissance Art,Baroque,Artemisia Gentileschi,an allegory of peace and the arts under the english crown,1638,yes,face,1.3,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.4,0.2,0.4,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.0,no
425,Post Renaissance Art,Baroque,Francisco de Zurbaran,angel with incense,1638,yes,face,1.79,0.14300000000000002,0.071,0.14300000000000002,0.071,0.071,0.071,0.071,0.28600000000000003,0.429,0.14300000000000002,0.28600000000000003,0.28600000000000003,0.071,0.071,0.071,0.071,0.071,0.071,0.5,0.0,yes
426,Post Renaissance Art,Baroque,Francisco de Zurbaran,adoration of the shepherds,1638,yes,face,1.3,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.7,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,no
427,Post Renaissance Art,Baroque,Frans Hals,officers and sergeants of the st. hadrian civic guard,1639,yes,face,1.1,0.0,0.1,0.1,0.5,0.2,0.0,0.1,0.2,0.4,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.6,0.0,yes
428,Post Renaissance Art,Baroque,Agostino Tassi,the capture of troy,1639,yes,body,0.7,0.0,0.3,0.0,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,no
429,Post Renaissance Art,Baroque,Jan Miense Molenaer,christ crowned with thorns,1639,yes,face,0.4,0.0,0.2,0.1,0.3,0.0,0.1,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.5,0.4,0.0,0.0,0.1,0.0,yes
430,Post Renaissance Art,Baroque,Artemisia Gentileschi,self-portrait as the allegory of painting,1639,yes,face,2.55,0.0,0.182,0.0,0.182,0.091,0.091,0.182,0.091,0.364,0.273,0.091,0.091,0.182,0.182,0.273,0.091,0.182,0.091,0.364,0.0,no
431,Post Renaissance Art,Baroque,William Dobson,portrait,1640,yes,face,1.82,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.455,0.182,0.273,0.0,0.0,0.0,0.091,0.0,0.0,0.091,0.364,0.0,no
432,Post Renaissance Art,Baroque,Jacob Jordaens,satyr playing flute,1640,yes,face,2.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.8,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,no
433,Post Renaissance Art,Baroque,Alonzo Cano,noli me tangere,1640,yes,face,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.16699999999999998,0.41700000000000004,0.41700000000000004,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.33299999999999996,0.0,no
434,Post Renaissance Art,Baroque,Eustache Le Sueur,rape of tamar,1640,yes,face,0.8,0.0,0.6,0.0,0.0,0.0,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.1,0.0,no
435,Post Renaissance Art,Baroque,Gian Lorenzo Bernini,the ecstasy of st. teresa,1640,no,face,1.13,0.054000000000000006,0.009000000000000001,0.107,0.027000000000000003,0.027000000000000003,0.045,0.134,0.08900000000000001,0.304,0.179,0.11599999999999999,0.08900000000000001,0.107,0.08,0.402,0.054000000000000006,0.018000000000000002,0.071,0.25,0.0,yes
436,Post Renaissance Art,Baroque,Mattia Preti,the pardon of saint john chysostom,1640,yes,face,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,yes
437,Post Renaissance Art,Baroque,Jacob Jordaens,"as the old sang, so the young pipe",1640,yes,face,1.73,0.091,0.0,0.091,0.0,0.0,0.0,0.182,0.0,0.727,0.091,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.0,no
438,Post Renaissance Art,Rococo,Jean-Marc Nattier,the music lesson,1710,yes,face,2.18,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.364,0.545,0.0,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0,no
439,Post Renaissance Art,Rococo,Antoine Watteau,the lesson of love,1716,yes,face,1.54,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.308,0.6920000000000001,0.154,0.462,0.077,0.0,0.077,0.077,0.0,0.077,0.0,0.308,0.0,no
440,Post Renaissance Art,Rococo,Antoine Watteau,the embarkation for cythera,1717,yes,face,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,no
441,Post Renaissance Art,Rococo,Jean-Marc Nattier,portrait of tsar peter i,1717,yes,face,0.82,0.091,0.0,0.182,0.273,0.091,0.0,0.0,0.0,0.182,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.182,0.727,0.0,no
442,Post Renaissance Art,Rococo,Antoine Watteau,pilgrimage on the isle of cythera,1718,yes,face,1.62,0.0,0.077,0.077,0.0,0.0,0.0,0.077,0.154,0.5379999999999999,0.308,0.231,0.308,0.0,0.0,0.0,0.0,0.077,0.077,0.231,0.0,no
443,Post Renaissance Art,Rococo,Jean-Baptiste Oudry,still life with dead game and peaches in a landscape,1727,yes,face,-0.57,0.0,0.231,0.077,0.0,0.077,0.154,0.385,0.077,0.0,0.077,0.0,0.0,0.077,0.154,0.308,0.231,0.154,0.077,0.077,0.0,no
444,Post Renaissance Art,Rococo,Rosalba Carriera,lady in a turkish costume (felicita sartori),1728,yes,face,1.8,0.5,0.0,0.2,0.3,0.0,0.0,0.1,0.3,0.6,0.4,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.4,0.0,no
445,Post Renaissance Art,Rococo,Jean-Baptiste-Simeon Chardin,"the ray or, the kitchen interior",1728,yes,face,1.0,0.1,0.1,0.5,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0,no
446,Post Renaissance Art,Rococo,Rosalba Carriera,a tyrolean innkeeper,1728,yes,face,1.75,0.083,0.0,0.0,0.25,0.083,0.0,0.083,0.083,0.41700000000000004,0.33299999999999996,0.0,0.16699999999999998,0.0,0.083,0.0,0.0,0.083,0.083,0.083,0.0,no
447,Post Renaissance Art,Rococo,Jean-Baptiste Oudry,louis xv hunting deer in the saint-germain forest,1730,yes,face,0.07,0.071,0.14300000000000002,0.071,0.28600000000000003,0.214,0.14300000000000002,0.14300000000000002,0.071,0.28600000000000003,0.071,0.0,0.214,0.071,0.071,0.214,0.0,0.0,0.0,0.28600000000000003,0.0,yes
448,Post Renaissance Art,Rococo,Giovanni Battista Tiepolo,the madonna of carmel and the souls of the purgatory,1730,yes,face,1.1,0.2,0.0,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.1,0.3,0.0,yes
449,Post Renaissance Art,Rococo,George Lambert,"fort william, calcutta",1731,yes,none,0.9,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,no
450,Post Renaissance Art,Rococo,George Lambert,bombay,1731,yes,none,0.91,0.0,0.0,0.091,0.0,0.273,0.091,0.182,0.0,0.273,0.273,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.182,0.0,no
451,Post Renaissance Art,Rococo,Jean-Marc Nattier,mademoiselle de clermont as a sultana,1733,yes,face,1.3,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,no
452,Post Renaissance Art,Rococo,Pietro Longhi,fall of the giants,1734,yes,face,1.4,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.2,0.3,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.4,0.1,no
453,Post Renaissance Art,Rococo,Jean-Baptiste-Simeon Chardin,boy with a top,1735,yes,face,2.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.5,0.0,no
454,Post Renaissance Art,Rococo,Rosalba Carriera,a venetian lady from the house of barbarigo (caterina sagredo barbarigo),1735,yes,face,1.82,0.051,0.0,0.038,0.203,0.0,0.0,0.0,0.127,0.456,0.10099999999999999,0.203,0.253,0.013000000000000001,0.0,0.0,0.0,0.038,0.038,0.557,0.0,no
455,Post Renaissance Art,Rococo,Antoine Pesne,frederick the great,1736,yes,face,1.82,0.091,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.273,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.818,0.0,no
456,Post Renaissance Art,Rococo,Rosalba Carriera,portrait of a gentleman in red,1739,yes,face,0.9,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,no
457,Post Renaissance Art,Rococo,Rosalba Carriera,crown prince friedrich christian of saxony,1739,yes,face,1.6,0.1,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.6,0.0,yes
458,Post Renaissance Art,Rococo,Jean-Marc Nattier,"thalia, muse of comedy",1739,yes,face,1.64,0.0,0.091,0.182,0.091,0.0,0.091,0.0,0.091,0.818,0.182,0.364,0.455,0.0,0.0,0.0,0.0,0.0,0.091,0.273,0.0,no
459,Post Renaissance Art,Rococo,Francois Boucher,the birth and triumph of venus,1740,yes,face,2.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.9,0.3,0.7,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,no
460,Post Renaissance Art,Rococo,William Hogarth,"william cavendish, marquess of hartington, later 4th duke of devonshire",1741,yes,face,1.55,0.091,0.0,0.091,0.273,0.0,0.0,0.0,0.0,0.182,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.818,0.0,no
461,Post Renaissance Art,Rococo,Bernardo Bellotto,the arch of constantine,1742,yes,face,1.27,0.091,0.0,0.273,0.0,0.0,0.091,0.091,0.182,0.545,0.182,0.0,0.182,0.0,0.091,0.091,0.0,0.0,0.091,0.364,0.0,no
462,Post Renaissance Art,Rococo,Jean-Baptiste Oudry,a hare and a leg of lamb,1742,yes,face,-0.7,0.0,0.1,0.0,0.0,0.1,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,no
463,Post Renaissance Art,Rococo,George Lambert,"chiswick house, middlesex",1742,yes,face,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,no
464,Post Renaissance Art,Rococo,William Hogarth,the battle of the pictures,1743,yes,face,0.9,0.1,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.2,0.0,no
465,Post Renaissance Art,Rococo,George Lambert,longford castle from the south west,1743,yes,body,1.75,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.083,0.833,0.41700000000000004,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,no
466,Post Renaissance Art,Rococo,Antoine Pesne,"luise ulrike of prussia, queen of sweden",1744,yes,face,1.82,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.182,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,yes
467,Post Renaissance Art,Rococo,Jean-Baptiste Oudry,"demoiselle crane, toucan, and tufted crane",1745,yes,face,1.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.2,0.0,no
468,Post Renaissance Art,Rococo,David Morier,"major general the honourable sir charles howard, cb, colonel of the regiment",1745,yes,face,1.1,0.0,0.1,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,no
469,Post Renaissance Art,Rococo,Antoine Pesne,johanna holstein gottorp,1746,yes,face,1.43,0.071,0.024,0.095,0.226,0.024,0.048,0.024,0.095,0.28600000000000003,0.11900000000000001,0.083,0.19,0.024,0.036000000000000004,0.036000000000000004,0.012,0.024,0.036000000000000004,0.667,0.0,no
470,Post Renaissance Art,Rococo,Pietro Longhi,the letter,1746,yes,face,1.64,0.0,0.0,0.273,0.0,0.0,0.091,0.0,0.0,0.545,0.545,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
471,Post Renaissance Art,Rococo,David Morier,the battle of culloden,1746,yes,face,0.2,0.0,0.5,0.0,0.1,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.0,no
472,Post Renaissance Art,Rococo,George Lambert,"stormy seashore with ruined temple, shipwreck, and figures",1747,yes,face,1.18,0.0,0.091,0.091,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.0,0.0,0.0,no
473,Post Renaissance Art,Rococo,Maurice Quentin de La Tour,portrait of king louis xv,1748,yes,face,1.7,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,no
474,Post Renaissance Art,Rococo,Maurice Quentin de La Tour,portrait of madame de pompadour,1748,yes,face,1.38,0.077,0.0,0.077,0.154,0.0,0.0,0.0,0.077,0.615,0.154,0.077,0.385,0.077,0.0,0.077,0.077,0.154,0.0,0.231,0.0,no
475,Post Renaissance Art,Rococo,Jean-Marc Nattier,madame louise of france,1748,yes,face,2.09,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.091,0.545,0.091,0.364,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,no
476,Post Renaissance Art,Rococo,Francois Boucher,the fountain of love,1748,yes,face,2.18,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.182,1.0,0.0,0.909,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,no
477,Post Renaissance Art,Rococo,Jean-Baptiste Oudry,clara the rhinoceros,1749,yes,face,1.5,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,no
478,Post Renaissance Art,Rococo,Francois Boucher,odalisque,1749,yes,face,1.73,0.182,0.0,0.182,0.273,0.0,0.0,0.0,0.0,0.636,0.091,0.364,0.273,0.0,0.0,0.0,0.0,0.0,0.182,0.273,0.0,no
479,Post Renaissance Art,Rococo,Thomas Gainsborough,mr. and mrs. andrews,1749,yes,face,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,no
480,Post Renaissance Art,Neoclassicism,Claude-Joseph Vernet,la nuit,1750,yes,face,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.3,0.0,0.3,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,no
481,Post Renaissance Art,Rococo,David Morier,"william augustus, duke of cumberland",1750,yes,face,0.64,0.091,0.091,0.091,0.273,0.0,0.0,0.0,0.091,0.091,0.182,0.0,0.182,0.0,0.091,0.0,0.0,0.0,0.0,0.636,0.0,no
482,Post Renaissance Art,Rococo,Antoine Pesne,marianne cochois,1750,yes,face,2.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.9,0.2,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,no
483,Post Renaissance Art,Rococo,Jean-Baptiste Greuze,portrait of madame courcelles,1750,yes,face,2.08,0.083,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.5,0.083,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.083,0.667,0.0,no
484,Post Renaissance Art,Rococo,Joseph-Marie Vien,anachor&#232;te endormi,1751,yes,face,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,no
485,Post Renaissance Art,Rococo,Jean-Marc Nattier,portrait of madame maria zeffirina,1751,yes,face,1.77,0.021,0.0,0.064,0.043,0.0,0.021,0.0,0.064,0.638,0.213,0.46799999999999997,0.106,0.021,0.0,0.021,0.0,0.0,0.043,0.213,0.0,no
486,Post Renaissance Art,Rococo,David Morier,"william kerr, 4th marquess of lothian on a charger",1751,yes,face,1.0,0.2,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,no
487,Post Renaissance Art,Rococo,Pietro Longhi,clara the rhinoceros,1751,yes,face,0.6,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.2,0.1,0.0,0.0,0.4,0.0,no
488,Post Renaissance Art,Rococo,Francois Boucher,portrait of marie-louis oâmurphy (nude on a sofa),1752,yes,face,0.7,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.5,0.3,0.1,0.3,0.0,0.0,0.1,0.2,0.0,0.0,0.2,0.0,no
