,Style,Category,Artist,Title,Year,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral
1411,Modern Art,Expressionism,Amedeo Modigliani,Portrait of Maude Abrantes,1907,yes,face,0.27,0.0,0.091,0.0,0.0,0.0,0.0,0.364,0.091,0.0,0.091,0.0,0.0,0.364,0.182,0.636,0.091,0.091,0.0,0.273,0.0
1412,Modern Art,Post-Impressionism,Albert Marquet,Embankments of the Seine in Paris,1907,yes,none,1.53,0.0,0.0,0.059000000000000004,0.0,0.0,0.0,0.0,0.059000000000000004,0.41200000000000003,0.353,0.059000000000000004,0.235,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.11800000000000001,0.0
1413,Modern Art,Post-Impressionism,Jozsef Rippl-Ronai,Manor-House at K&#246;rtv&#233;lyes,1907,yes,body,1.57,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.5710000000000001,0.214,0.214,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0
1414,Modern Art,Expressionism,Jules Pascin,The Turkish Family,1907,yes,face,1.0,0.0,0.0,0.25,0.0,0.16699999999999998,0.083,0.083,0.083,0.41700000000000004,0.16699999999999998,0.33299999999999996,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0
1415,Modern Art,Post-Impressionism,Cuno Amiet,Greti,1907,yes,face,1.91,0.182,0.0,0.091,0.091,0.091,0.0,0.182,0.091,0.636,0.455,0.182,0.182,0.0,0.0,0.0,0.0,0.182,0.091,0.182,0.0
1416,Modern Art,Post-Impressionism,Bertalan Por,Gypsies,1907,yes,face,1.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.083,0.33299999999999996,0.583,0.0,0.083,0.083,0.0,0.25,0.0,0.0,0.16699999999999998,0.0,0.083
1417,Modern Art,Expressionism,Lajos Tihanyi,Nudes,1907,yes,face,0.4,0.0,0.0,0.2,0.1,0.1,0.3,0.0,0.1,0.5,0.4,0.2,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.0
1418,Modern Art,Expressionism,Tivadar Kosztka Csontvary,Pilgrimage to the Cedars in Lebanon,1907,yes,face,1.4,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.1,0.4,0.1,0.0,0.0,0.1,0.0,0.2,0.2,0.0
1420,Modern Art,Expressionism,Paula Modersohn-Becker,The Good Samaritan,1907,yes,face,1.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.3,0.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
1421,Modern Art,Expressionism,Tivadar Kosztka Csontvary,The Lonely Cedar,1907,yes,none,1.71,0.0,0.0,0.14300000000000002,0.0,0.0,0.071,0.071,0.0,0.214,0.214,0.071,0.14300000000000002,0.071,0.071,0.14300000000000002,0.0,0.0,0.0,0.071,0.0
1422,Modern Art,Post-Impressionism,Auguste Herbin,The Docks of the Port of Bastia,1907,yes,none,1.55,0.0,0.0,0.182,0.0,0.091,0.0,0.0,0.091,0.455,0.182,0.091,0.364,0.0,0.0,0.0,0.182,0.0,0.091,0.182,0.0
1423,Modern Art,Expressionism,Georges Rouault,The Clown,1907,yes,face,-0.08,0.0,0.0,0.083,0.083,0.0,0.0,0.25,0.0,0.0,0.16699999999999998,0.0,0.0,0.083,0.0,0.25,0.0,0.0,0.25,0.16699999999999998,0.0
1424,Modern Art,Expressionism,James Ensor,Still life with chinoiseries,1907,yes,face,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
1425,Modern Art,Expressionism,Lyonel Feininger,The White Man,1907,yes,face,0.9,0.0,0.1,0.0,0.2,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.3,0.1,0.0,0.1,0.2,0.0
1426,Modern Art,Expressionism,Tivadar Kosztka Csontvary,Teacher in Morocco,1908,yes,face,1.25,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.083,0.583,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.083,0.16699999999999998,0.0
1427,Modern Art,Post-Impressionism,Albert Marquet,Bay of Naples,1908,yes,none,1.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,Modern Art,Magic Realism,Felix Vallotton,The Rape of Europa,1908,yes,face,1.0,0.091,0.182,0.091,0.0,0.0,0.091,0.364,0.0,0.273,0.091,0.091,0.091,0.091,0.091,0.455,0.273,0.0,0.364,0.091,0.0
1429,Modern Art,Post-Impressionism,Augustus John,David and Dorelia in Normandy,1908,yes,face,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.2,0.4,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0
1430,Modern Art,Post-Impressionism,Bertalan Por,Landscape,1908,yes,none,1.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
1431,Modern Art,Expressionism,Lajos Tihanyi,Pont St. Michel,1908,yes,body,1.5,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.5,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
1432,Modern Art,Expressionism,Marsden Hartley,The Ice Hole,1908,yes,none,1.71,0.071,0.14300000000000002,0.14300000000000002,0.071,0.071,0.14300000000000002,0.14300000000000002,0.071,0.14300000000000002,0.214,0.14300000000000002,0.28600000000000003,0.214,0.071,0.35700000000000004,0.071,0.071,0.14300000000000002,0.14300000000000002,0.0
1433,Modern Art,Expressionism,Leon Spilliaert,Young Man with Red Scarf,1908,yes,face,0.8,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.3,0.0
1434,Modern Art,Post-Impressionism,Stefan Luchian,Anemone Flowers,1908,yes,none,1.29,0.14300000000000002,0.071,0.28600000000000003,0.071,0.071,0.071,0.071,0.14300000000000002,0.35700000000000004,0.214,0.071,0.14300000000000002,0.0,0.071,0.071,0.0,0.071,0.071,0.214,0.0
1435,Modern Art,Expressionism,Gabriele Munter,Jawlensky and Werefkin,1908,yes,face,1.9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.8,0.3,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
1436,Modern Art,Expressionism,Leon Spilliaert,Vertigo,1908,yes,face,0.64,0.071,0.0,0.071,0.071,0.14300000000000002,0.14300000000000002,0.429,0.0,0.071,0.14300000000000002,0.0,0.071,0.28600000000000003,0.071,0.28600000000000003,0.0,0.071,0.14300000000000002,0.071,0.0
1437,Modern Art,Post-Impressionism,J&#243;zef Pankiewicz,Feliks JasieÅski Przy Fortepianie,1908,yes,face,2.4,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.7,0.0
1438,Modern Art,Post-Impressionism,Suzanne Valadon,After the bath,1908,yes,face,1.36,0.064,0.021,0.149,0.021,0.021,0.043,0.043,0.021,0.596,0.255,0.106,0.213,0.021,0.043,0.021,0.128,0.128,0.128,0.149,0.0
1439,Modern Art,Expressionism,Gabriele Munter,The Yellow House,1908,yes,none,0.9,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.5,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0
1440,Modern Art,Expressionism,Richard Gerstl,Group portrait with Sch&#246;nberg,1908,yes,face,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.273,0.091,0.455,0.091,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.273,0.273,0.0
1441,Modern Art,Post-Impressionism,J&#243;zef Pankiewicz,Port of Concarneu,1908,yes,none,1.85,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.846,0.154,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.077,0.077,0.0
1442,Modern Art,Expressionism,Alexej von Jawlensky,Landschaftstudie - Dorfstrasse,1908,yes,none,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
1443,Modern Art,Expressionism,Albin Egger-Lienz,Der Totentanz Von Anno Neun,1908,yes,face,0.83,0.0,0.0,0.0,0.083,0.0,0.083,0.33299999999999996,0.0,0.0,0.0,0.083,0.0,0.33299999999999996,0.083,0.5,0.25,0.16699999999999998,0.083,0.16699999999999998,0.0
1444,Modern Art,Post-Impressionism,Arthur Beecher Carles,Silence,1908,yes,face,2.4,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.4,0.1,0.1,0.1,0.0,0.1,0.4,0.1,0.2,0.0,0.0,0.0
1445,Modern Art,Expressionism,Richard Gerstl,Schonberg Family,1908,yes,face,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.091,0.0,0.727,0.182,0.455,0.091,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0
1446,Modern Art,Post-Impressionism,Henri Le Fauconnier,Ploumanac&#39;h,1908,yes,none,1.67,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.75,0.16699999999999998,0.083,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.083,0.0
1447,Modern Art,Post-Impressionism,Karoly Ferenczy,B&#233;ni and No&#233;mi,1908,yes,face,1.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.3,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0
1448,Modern Art,Expressionism,Egon Schiele,"The Artist&#39;s Sister, Melanie",1908,yes,face,0.4,0.1,0.1,0.4,0.1,0.0,0.1,0.2,0.0,0.1,0.2,0.2,0.0,0.1,0.2,0.6,0.1,0.1,0.3,0.1,0.0
1449,Modern Art,Expressionism,Martiros Sarian,At the well,1908,yes,face,2.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,0.3,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0
1450,Modern Art,Expressionism,Jules Pascin,In the Hotel Room,1908,yes,face,1.23,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.077,0.462,0.077,0.231,0.077,0.0,0.0,0.0,0.0,0.077,0.077,0.154,0.077
1451,Modern Art,Expressionism,Paula Modersohn-Becker,Worpsweder Landscape,1908,yes,none,1.23,0.0,0.021,0.149,0.0,0.021,0.0,0.128,0.043,0.426,0.298,0.021,0.17,0.043,0.043,0.043,0.0,0.021,0.085,0.085,0.0
1452,Modern Art,Expressionism,Lyonel Feininger,"In a Village Near Paris (Street in Paris, Pink Sky)",1909,yes,face,1.24,0.045,0.0,0.134,0.045,0.03,0.03,0.134,0.03,0.358,0.32799999999999996,0.10400000000000001,0.134,0.10400000000000001,0.03,0.09,0.015,0.015,0.22399999999999998,0.09,0.0
1453,Modern Art,Expressionism,Max Pechstein,Dancer (Pair of Dancers),1909,yes,face,1.32,0.021,0.0,0.191,0.021,0.0,0.043,0.043,0.021,0.7020000000000001,0.128,0.40399999999999997,0.213,0.021,0.0,0.0,0.021,0.0,0.191,0.085,0.0
1454,Modern Art,Expressionism,Oskar Kokoschka,Veronica&#39;s Veil,1909,yes,face,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.1,0.1,0.0
1455,Modern Art,Expressionism,Emil Nolde,Pentecast,1909,yes,face,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.5,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.1,0.3,0.0
1456,Modern Art,Expressionism,Iosif Iser,Nude with Book,1909,yes,body,1.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.1,0.0,0.0,0.1,0.2,0.2,0.0,0.1,0.0
1457,Modern Art,Expressionism,Alexej von Jawlensky,Portrait of Alexander Sakharoff,1909,yes,face,-0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.1,0.4,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1458,Modern Art,Post-Impressionism,Bertalan Por,The Family,1909,yes,face,1.18,0.0,0.636,0.091,0.091,0.0,0.091,0.273,0.0,0.273,0.273,0.182,0.091,0.182,0.0,0.182,0.0,0.0,0.091,0.182,0.0
1459,Modern Art,Post-Impressionism,J. E. H. MacDonald,On the Lake Shore Near Bronte,1909,yes,none,1.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0
1460,Modern Art,Expressionism,Alexej von Jawlensky,Schokko with Red Hat,1909,yes,face,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0
1461,Modern Art,Expressionism,Constantin Brancusi,Sleeping Muse,1909,no,face,0.91,0.011000000000000001,0.022000000000000002,0.17800000000000002,0.022000000000000002,0.055999999999999994,0.044000000000000004,0.055999999999999994,0.022000000000000002,0.222,0.311,0.044000000000000004,0.033,0.055999999999999994,0.033,0.222,0.055999999999999994,0.067,0.2,0.122,0.011000000000000001
1462,Modern Art,Post-Impressionism,Henri-Edmond Cross,Landscape,1909,yes,none,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0
1463,Modern Art,Expressionism,Alexej von Jawlensky,Portrait of a Girl,1909,yes,face,1.09,0.0,0.0,0.273,0.0,0.0,0.0,0.273,0.0,0.091,0.091,0.0,0.091,0.091,0.0,0.182,0.0,0.0,0.091,0.182,0.0
1464,Modern Art,Expressionism,Emil Nolde,The Last Supper,1909,yes,face,1.5,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.3,0.3,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.2,0.7,0.0
1465,Modern Art,Post-Impressionism,Piet Mondrian,View from the Dunes with Beach and Piers,1909,yes,none,0.85,0.0,0.0,0.154,0.0,0.077,0.0,0.077,0.0,0.385,0.308,0.0,0.231,0.0,0.077,0.154,0.0,0.0,0.231,0.0,0.0
1466,Modern Art,Expressionism,Max Pechstein,The yellow and black jersey,1909,yes,face,1.6,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.8,0.4,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
1467,Modern Art,Expressionism,Marie Laurencin,Apollinaire and His Friends,1909,yes,face,1.08,0.083,0.0,0.0,0.083,0.083,0.0,0.083,0.0,0.583,0.083,0.083,0.16699999999999998,0.0,0.0,0.083,0.0,0.083,0.25,0.25,0.0
1468,Modern Art,Post-Impressionism,Augustus John,Dorelia in a Landscape,1910,yes,face,1.0,0.0,0.091,0.091,0.182,0.0,0.0,0.0,0.0,0.273,0.273,0.0,0.091,0.091,0.0,0.091,0.0,0.0,0.0,0.091,0.0
1469,Modern Art,Magic Realism,Felix Vallotton,Persee killing the Dragon,1910,yes,face,0.73,0.0,0.273,0.091,0.0,0.0,0.273,0.364,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.455,0.0
1470,Modern Art,Cubism,Henri Le Fauconnier,Abundance,1910,yes,face,1.27,0.0,0.0,0.182,0.091,0.0,0.091,0.091,0.091,0.364,0.091,0.182,0.091,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0
1471,Modern Art,Post-Impressionism,Samuel Peploe,Boats at Royan,1910,yes,none,1.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0
1472,Modern Art,Post-Impressionism,Maxime Maufra,Back to Fishing boats in Belle-Isle-en-Mer,1910,yes,none,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.5,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
1473,Modern Art,"Cubism,Expressionism",Robert Falk,Portret Van Elizabeth Sergejevna Potehinoj,1910,yes,face,0.7,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.0,0.2,0.0
1474,Modern Art,Expressionism,Max Pechstein,Bank of a Lake,1910,yes,face,1.08,0.0,0.0,0.0,0.083,0.0,0.083,0.083,0.0,0.33299999999999996,0.083,0.25,0.25,0.0,0.0,0.16699999999999998,0.16699999999999998,0.083,0.16699999999999998,0.083,0.0
1475,Modern Art,"Expressionism,Post-Impressionism",Kees van Dongen,Parisian lady,1910,yes,face,1.45,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.182,0.273,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.273,0.364,0.0
1476,Modern Art,Abstract Art,Gerardo Dottori,Explosion of Red on Green,1910,yes,none,0.0,0.0,0.3,0.3,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
1477,Modern Art,Expressionism,Emil Nolde,Dance Around the Golden Calf,1910,yes,face,1.3,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.1,0.6,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
1478,Modern Art,"Abstract Art,Post-Impressionism",Arthur Beecher Carles,Landscape,1910,yes,none,0.6,0.0,0.0,0.4,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.0
1479,Modern Art,Expressionism,Laszlo Mednyanszky,Fires in the Forest,1910,yes,none,1.4,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.5,0.1,0.0,0.1,0.0,0.0
1480,Modern Art,Expressionism,Aladar Korosfoi-Kriesch,All Souls&#39; Day,1910,yes,face,2.0,0.0,0.0,0.091,0.091,0.091,0.0,0.091,0.364,0.273,0.455,0.182,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0
1481,Modern Art,Expressionism,Max Pechstein,The Masked Woman,1910,yes,face,-0.31,0.0,0.0,0.231,0.154,0.077,0.154,0.231,0.0,0.0,0.0,0.154,0.0,0.0,0.077,0.0,0.0,0.0,0.231,0.077,0.0
1482,Modern Art,Expressionism,Robert Falk,Lisa in a Chair,1910,yes,face,1.09,0.0,0.091,0.091,0.182,0.0,0.091,0.0,0.0,0.364,0.182,0.091,0.091,0.182,0.091,0.273,0.091,0.091,0.091,0.273,0.0
1483,Modern Art,Expressionism,Alexej von Jawlensky,Young Girl with a flowered hat,1910,yes,face,0.8,0.2,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.4,0.2,0.2,0.1,0.0,0.0,0.1,0.1,0.3,0.2,0.0
1484,Modern Art,Expressionism,Jules Pascin,Portrait of Hermine David,1910,yes,face,1.38,0.048,0.0,0.107,0.024,0.036000000000000004,0.012,0.012,0.107,0.321,0.31,0.048,0.071,0.024,0.071,0.262,0.012,0.071,0.06,0.33299999999999996,0.0
1485,Modern Art,Expressionism,Henri Matisse,Dance (II),1910,yes,face,1.6,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.9,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
1486,Modern Art,Expressionism,Franz Marc,Horse in a landscape,1910,yes,body,1.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.6,0.2,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0
1487,Modern Art,Expressionism,Leon Spilliaert,La Baigneuse,1910,yes,body,0.45,0.091,0.0,0.182,0.0,0.091,0.182,0.091,0.091,0.182,0.182,0.0,0.0,0.364,0.091,0.545,0.091,0.0,0.182,0.0,0.0
1488,Modern Art,Post-Impressionism,Augustus John,Girl Leaning on a Stick,1910,yes,face,1.64,0.0,0.0,0.273,0.0,0.0,0.091,0.182,0.0,0.091,0.273,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0
1489,Modern Art,Expressionism,Lajos Gulacsy ,Siege of a Castle,1910,yes,face,0.73,0.0,0.091,0.182,0.091,0.091,0.091,0.273,0.0,0.091,0.0,0.0,0.091,0.091,0.0,0.364,0.0,0.0,0.091,0.0,0.0
1490,Modern Art,Post-Impressionism,Aristarkh Lentulov,"Street, Moscow",1910,yes,body,0.85,0.0,0.0,0.077,0.077,0.0,0.077,0.0,0.0,0.462,0.385,0.0,0.308,0.077,0.0,0.077,0.0,0.0,0.0,0.0,0.0
1491,Modern Art,Post-Impressionism,Bela Kadar,Market Square,1910,yes,face,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1492,Modern Art,"Cubism,Expressionism",Lajos Tihanyi,Nude,1910,yes,body,1.7,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
1493,Modern Art,Expressionism,Vladimir Tatlin,Artist&#39;s model,1910,yes,body,0.36,0.0,0.091,0.0,0.0,0.0,0.0,0.182,0.0,0.455,0.273,0.273,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.455,0.0
1494,Modern Art,Expressionism,Henri Matisse,Music,1910,yes,face,-0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,0.2,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.3,0.0,0.0
1495,Modern Art,Expressionism,Max Pechstein,Girl on a Green Sofa with a Cat,1910,yes,face,1.08,0.083,0.0,0.083,0.0,0.0,0.0,0.0,0.083,0.33299999999999996,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.083,0.083,0.16699999999999998,0.083,0.25,0.16699999999999998,0.16699999999999998,0.0
1496,Modern Art,Expressionism,Natalia Goncharova,Haycutting,1910,yes,face,1.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.1,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0
1497,Modern Art,Expressionism,Alexej von Jawlensky,Blauer Berg,1910,yes,none,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.455,0.0,0.0,0.091,0.091,0.0,0.273,0.0,0.0,0.182,0.091,0.0
1498,Modern Art,Post-Impressionism,Janos Tornyai,Great Tree at M&#225;rt&#233;ly,1910,yes,none,1.4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.9,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1499,Modern Art,Expressionism,Gabriele Munter,Landschaft mit Sonnenblumen,1910,yes,none,0.4,0.028999999999999998,0.0,0.10300000000000001,0.0,0.0,0.08800000000000001,0.044000000000000004,0.028999999999999998,0.27899999999999997,0.235,0.08800000000000001,0.132,0.059000000000000004,0.0,0.07400000000000001,0.0,0.015,0.191,0.059000000000000004,0.028999999999999998
1500,Modern Art,Post-Impressionism,Jozsef Rippl-Ronai,Parisian Interior,1910,yes,none,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1501,Modern Art,Post-Impressionism,Eugeniusz Zak,Shepherd,1910,yes,face,1.15,0.077,0.0,0.0,0.0,0.077,0.077,0.077,0.077,0.385,0.615,0.077,0.154,0.154,0.077,0.154,0.0,0.077,0.077,0.154,0.0
1502,Modern Art,Post-Impressionism,Santiago Rusinol,Terraced Garden in Mallorca,1911,yes,none,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1503,Modern Art,Expressionism,Franz Marc,Blue Fox,1911,yes,face,1.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.2,0.0
1504,Modern Art,Post-Impressionism,Abraham Manievich,Birch Trees,1911,yes,none,1.09,0.015,0.015,0.10400000000000001,0.0,0.0,0.015,0.11900000000000001,0.03,0.134,0.16399999999999998,0.0,0.09,0.16399999999999998,0.015,0.552,0.03,0.0,0.075,0.045,0.0
1505,Modern Art,Expressionism,Gabriele Munter,Blume mit Vogel und Echsenkopf,1911,yes,none,0.1,0.0,0.0,0.3,0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1
1506,Modern Art,"Cubism,Expressionism",Natalia Goncharova,Harvest,1911,yes,face,0.3,0.0,0.2,0.2,0.0,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0
1507,Modern Art,Cubism,Piet Mondrian,The Gray Tree,1911,yes,none,-0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.1,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.1
1508,Modern Art,"Cubism,Post-Impressionism",Alice Bailly,Archers,1911,yes,face,0.5,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.3,0.4,0.1,0.3,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.0
1509,Modern Art,Expressionism,Georges Rouault,Clown tragique,1911,yes,face,-0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.7,0.2,0.0,0.0,0.0,0.0
1510,Modern Art,Post-Impressionism,Santiago Rusinol,The Landing Stage,1911,yes,none,2.08,0.0,0.0,0.25,0.083,0.0,0.0,0.0,0.083,0.583,0.25,0.0,0.16699999999999998,0.0,0.0,0.083,0.0,0.0,0.16699999999999998,0.0,0.0
1511,Modern Art,Expressionism,August Macke,Vegetable fields,1911,yes,none,1.15,0.042,0.013999999999999999,0.113,0.0,0.013999999999999999,0.027999999999999997,0.013999999999999999,0.085,0.5770000000000001,0.16899999999999998,0.07,0.408,0.0,0.013999999999999999,0.0,0.013999999999999999,0.0,0.155,0.141,0.0
1512,Modern Art,Expressionism,Franz Marc,The Steer (The Bull),1911,yes,face,2.09,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.182,0.545,0.273,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.182,0.091,0.0
1513,Modern Art,Expressionism,Alexej von Jawlensky,Head of a Woman,1911,yes,face,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.2,0.0
1514,Modern Art,Expressionism,August Macke,St. Mary&#39;s with Houses and Chimney (Bonn),1911,yes,none,1.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
